"INSERTION_ANGLE","PHYLLOTAXY","BRANCH_ELASTICITY","INTERNODE_FLENGTH","LONGGU_PEAK_POSITION","SEED","ORCHARD"
0.865510323859879,51.3128379554977,0.000180828782792293,3.8197812957166,0.221288063089962,1,FALSE
89.4690424560784,25.56991319542,0.0350815169071023,3.01362337503546,0.475660349828826,1,FALSE
72.4804042069333,37.9655593247156,0.00954097387606152,0.330616696019162,0.899538299637362,1,FALSE
32.8117503504155,341.824094557765,0.0675589389142774,3.90167808976738,0.629133996881887,1,FALSE
43.9598013120272,264.001563341034,0.0301398862073962,4.00064556078051,0.470702505418906,1,FALSE
25.8501902788716,17.5879827064782,0.0771310373581107,1.7153125732387,0.246995995724156,1,FALSE
54.5844203061941,179.789838758239,0.0662977135076608,0.444451702852071,0.0346121269628616,1,FALSE
78.1227226507097,202.505460125836,0.0639069721375951,0.881507763094086,0.872132664535667,1,FALSE
50.2656567002518,210.899908226128,0.0462931768926877,1.89730131559267,0.564239912931468,1,FALSE
12.7245407694147,225.338684195438,0.0423098477249817,3.70635373344905,0.125647386505723,1,FALSE
28.0119061036385,144.950333634236,0.0837856494360396,2.71848151337676,0.400585043148285,1,FALSE
51.5395126654173,96.522892326433,0.0382366102787105,4.87073661287045,0.627800887474722,1,FALSE
22.1333093410694,60.6046279333722,0.0847303686029643,4.81985868880809,0.539728380917977,1,FALSE
8.03486514432001,146.855366312631,0.0921079097697244,1.3126128436281,0.819201076050788,1,FALSE
66.9411653592108,233.769833079821,0.0799485678445003,3.80503918199841,0.817257242668681,1,FALSE
38.6285492015807,146.270894796929,0.0436275224446349,4.39137140480179,0.289778112838371,1,FALSE
13.9746245559466,167.66621743724,0.0901435476499503,2.75350018878021,0.351690814726124,1,FALSE
77.622963646399,347.530034266731,0.050213792781641,2.67592853140261,0.317615062516473,1,FALSE
25.2528578474863,164.011916493408,5.45378878302594e-05,2.22806730962982,0.62166406775048,1,FALSE
72.8394748110912,255.514952344558,0.0979627129734355,3.31221051752916,0.839438213402773,1,FALSE
18.612425536712,108.293317090481,0.00396984970819222,1.89215973795867,0.812898757448017,1,FALSE
